ihghgighi;contaCreditoCode;data;valor;historico;numeroDocumento
1.1.5.01.001;3.3.3.05.038;07/02/2025;782.98;"OP 5020 - IMPORTACAO - NF 002454 | 000050 FLOTTWEG SE PROC  000403 IMP00905625
";CUSTOS
;1.1.1.02.003;17/02/2025;336.85;BX CP TELEFONICA BRASIL S/A;BXCP
2.1.2.01.000124;;18/02/2025;210;OP 5014 PGTO NF 493GESTICH DESPACHANTE S/S LTDA;BXCP
;1.1.1.02.004;18/02/2025;210;BX CP GESTICH DESPACHANTE S/S LTDA;BXCP
2.1.6.01.005;;18/02/2025;1710.56;BX DOC. 7714 - CARGILL AGRICOLA S A;BXCP
;1.1.1.02.003;18/02/2025;1710.56;BX CP COMP. VALOR PAGO A MENOR NF2368XDEV 7714;BXCP
1.1.3.01.002;;19/02/2025;58496.44;BX DOC. FERLN0225 - FOLHA DE PAGAMENTO;BXCP
;1.1.1.02.004;19/02/2025;58496.44;BX CP FOLHA DE PAGAMENTO;BXCP
3.3.3.04.007;;19/02/2025;4715.79;BX DOC. RDVDG03-25 - DANIEL GORIG;BXCP
3.3.3.05.009;;19/02/2025;1348.19;BX DOC. RDVDG03-25 - DANIEL GORIG;BXCP
;1.1.1.02.004;19/02/2025;6063.98;BX CP DANIEL GORIG;BXCP
2.1.2.01.000009;;20/02/2025;3033.41;OP 5014 PGTO NF 42215CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
2.1.2.01.000009;2.1.4.01.012;20/02/2025;150.3;OP 5014- PCC RETIDO NF 42215 CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
;1.1.1.02.004;20/02/2025;3033.41;BX CP CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
2.1.2.01.000074;;20/02/2025;1058.24;OP 5014 PGTO NF 2186OVERLUX INFORMATICA EIRELI - ME;BXCP
;1.1.1.02.004;20/02/2025;1058.24;BX CP OVERLUX INFORMATICA EIRELI - ME;BXCP
1.1.9.01.006;;20/02/2025;6945.03;ADTO Q195942/7 INFORMA MARKETS LTDA REF. CONTRATO Q195942 FISPAL 2025;BXCP
;1.1.1.02.004;20/02/2025;6945.03;BX CP INFORMA MARKETS LTDA;BXCP
2.1.2.01.000530;;20/02/2025;1346;BX DOC. 4221 - E.G. CONFECCOES DE UNIFORMES LTDA;BXCP
;1.1.1.02.004;20/02/2025;1346;BX CP E.G. CONFECÇÕES DE UNIFORMES LTDA;BXCP
3.3.4.01.001;;20/02/2025;563;BX DOC. 172550 - CAMARA DE COM. E IND. BRASIL ALEMANHA SPCONTRIBUIÇÃO DE ASSOCIADOS FEVEREIRO/2025;BXCP
;1.1.1.02.004;20/02/2025;563;BX CP CAMARA DE COM. E IND. BRASIL ALEMANHA SP;BXCP
2.1.3.02.003;;20/02/2025;82766.96;BX DOC. FGTS012025 - FGTS;BXCP
;1.1.1.02.004;20/02/2025;82766.96;BX CP FGTS;BXCP
2.1.2.01.000610;;20/02/2025;27433.25;OP 5014 PGTO NF 5172KROLL BRASIL LTDA.;BXCP
2.1.2.01.000610;2.1.4.01.012;20/02/2025;1359.24;OP 5014- PCC RETIDO NF 5172 KROLL BRASIL LTDA.;BXCP
;3.4.1.01.002;20/02/2025;0.01;OP 5014 - DESC OBTIDO NF 5172 KROLL BRASIL LTDA.;BXCP
;1.1.1.02.004;20/02/2025;27433.24;BX CP KROLL BRASIL LTDA.;BXCP
2.1.2.01.000534;;20/02/2025;343.26;OP 5014 PGTO NF 942PREVENCAO TOTAL CONSULTORIA EM SEGURANCA DO TRABAL;BXCP
2.1.2.01.000534;2.1.4.01.012;20/02/2025;16.74;OP 5014- PCC RETIDO NF 942 PREVENCAO TOTAL CONSULTORIA EM SEGURANCA DO TRABAL;BXCP
;1.1.1.02.004;20/02/2025;343.26;BX CP PREVENÇÃO TOTAL CONS EM SEG DO TRABALHO;BXCP
2.1.2.01.000267;;20/02/2025;870.92;OP 5014 PGTO NF 27176PREVENÇAO TOTAL SEGURANÇA E SAUDE OCUPACIONAL LTDA;BXCP
2.1.2.01.000267;2.1.4.01.012;20/02/2025;43.15;OP 5014- PCC RETIDO NF 27176 PREVENÇAO TOTAL SEGURANÇA E SAUDE OCUPACIONAL LTDA;BXCP
3.4.2.01.001;;20/02/2025;0.01;OP 5014 JRS NF 27176 PREVENÇAO TOTAL SEGURANÇA E SAUDE OCUPACIONAL LTDA;BXCP
;1.1.1.02.004;20/02/2025;870.93;BX CP PREVENÇÃO TOTAL SEG E SAUDE OCUPACIONAL;BXCP
2.1.4.01.013;;20/02/2025;39.94;BX DOC. 4304IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;39.94;BX DOC. 4305IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;47.4;BX DOC. 4306IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;14.25;BX DOC. 4307IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;48.48;BX DOC. 4311IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;22.57;BX DOC. 4316IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;12.31;BX DOC. 4317IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;85.77;BX DOC. 4322IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;12.84;BX DOC. 4323IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.013;;20/02/2025;52.5;BX DOC. 4327IR - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;44.18;BX DOC. 9028PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;146.94;BX DOC. 9030PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;5.92;BX DOC. 9032PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;10.26;BX DOC. 9043PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;16.96;BX DOC. 9046PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;123.82;BX DOC. 9054PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;39.8;BX DOC. 9056PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;150.3;BX DOC. 9059PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;5.92;BX DOC. 9070PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;265.9;BX DOC. 9112PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;69.98;BX DOC. 9155PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;38.18;BX DOC. 9156PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;123.82;BX DOC. 9158PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.4.01.012;;20/02/2025;162.75;BX DOC. 9159PC - SECRETARIA DA RECEITA FEDERAL;BXCP
2.1.3.02.001;;20/02/2025;291564.05;BX DOC. INSS0125 - INSTITUTO NACIONAL DO SEGURO SOCIAL (INSS);BXCP
2.1.3.02.004;;20/02/2025;257277.58;BAIXA IRSAL0125 SECRETARIA DA RECEITA FEDERAL DARF 0561 IR S/ FOPAG 01 2025;BXCP
;1.1.1.02.004;20/02/2025;550422.36;BX CP DARF UNIFICADO INSS + IRRF;BXCP
2.1.2.03.000050;;20/02/2025;93410.43;OP 0126 INVOICE A PAGAR BX DOC. 90060147 - FLOTTWEG SE INVOICE REF. PROC. 000379 EURO 15.259,90 TX : 6,1213000;BXCP
;2.1.2.03.000050;20/02/2025;2163.86;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060147 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;123345.16;OP 0126 INVOICE A PAGAR BX DOC. 90060526 - FLOTTWEG SE INVOICE REF. PROC. 000381 EURO 20.383,25 TX : 6,0513000;BXCP
;2.1.2.03.000050;20/02/2025;1463.52;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060526 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;18455.98;OP 0126 INVOICE A PAGAR BX DOC. 90060559 - FLOTTWEG SE INVOICE REF. PROC. 000383 EURO 3.049,92 TX : 6,0513000;BXCP
;2.1.2.03.000050;20/02/2025;218.98;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060559 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;91449.37;OP 0126 INVOICE A PAGAR BX DOC. 90060682 - FLOTTWEG SE INVOICE REF. PROC. 000385 EURO 14.473,96 TX : 6,3182000;BXCP
;2.1.2.03.000050;20/02/2025;4902.33;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060682 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;5420.83;OP 0126 INVOICE A PAGAR BX DOC. 90060742 - FLOTTWEG SE INVOICE REF. PROC. 000387 EURO 847,76 TX : 6,3943000;BXCP
;2.1.2.03.000050;20/02/2025;351.65;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060742 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;31598.01;OP 0126 INVOICE A PAGAR BX DOC. 90060745 - FLOTTWEG SE INVOICE REF. PROC. 000387 EURO 4.941,59 TX : 6,3943000;BXCP
;2.1.2.03.000050;20/02/2025;2049.77;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060745 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;20733.77;OP 0126 INVOICE A PAGAR BX DOC. 90060747 - FLOTTWEG SE INVOICE REF. PROC. 000386 EURO 3.242,54 TX : 6,3943000;BXCP
;2.1.2.03.000050;20/02/2025;1345;OP 0126 INVOICE A PAGAR VARIACAO CAMBIAL DOC 90060747 FLOTTWEG SE;BXCP
2.1.2.03.000050;;20/02/2025;32659.46;OP 0126 INVOICE A PAGAR BX DOC. 90060829 - FLOTTWEG SE INVOICE REF. PROC. 000389 EURO 5.119,68 TX : 6,3792000;BXCP
1.1.1.02.004;;03/02/2025;2185.44;BX CR GRANOPAR TRANSP E COM DE CEREAIS LTDA;BXCR
;1.1.1.02.003;10/02/2025;185.1;BX CP GOVERNO DO ESTADO DE SÃO PAULO;BXCP
3.3.4.01.001;;10/02/2025;32.75;BX DOC. FEDTJ1002 - TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULOCUSTAS FEDTJ - PODER JUDICIÁR-TJSP- CITAÇÃO POSTAL PROC. FWBR X C&W LIMPEZA;BXCP
;1.1.1.01.001;10/02/2025;32.75;BX CP TRIBUNAL DE JSUTIÇA DO ESTADO DE SP;BXCP
1.1.3.06.001;;10/02/2025;7086.11;ADTO 000404 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000404/IMP009067/25 ORDER 182227;BXCP
;1.1.1.02.004;10/02/2025;7086.11;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
2.1.2.01.000034;;10/02/2025;196.61;BX DOC. 188968908 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.004;10/02/2025;196.61;BX CP TELEFONICA BRASIL S/A;BXCP
3.3.3.04.002;;10/02/2025;1189.9;BX DOC. RDVDG0225C - DANIEL GORIG;BXCP
;1.1.1.02.004;10/02/2025;1189.9;BX CP DANIEL GORIG;BXCP
3.3.3.04.004;;10/02/2025;19749.35;BX DOC. FT10017 - RFORTE VIAGENS E TURISMO LTDA;BXCP
3.3.3.04.005;;10/02/2025;7522.2;BX DOC. FT10017 - RFORTE VIAGENS E TURISMO LTDA;BXCP
3.3.3.04.007;;10/02/2025;2529.56;BX DOC. FT10017 - RFORTE VIAGENS E TURISMO LTDA;BXCP
;1.1.1.02.004;10/02/2025;29801.11;BX CP RFORTE VIAGENS E TURISMO LTDA;BXCP
2.1.2.01.000584;;10/02/2025;3670.39;PGTO 012025 BPG PARQUE INDUSTRIAL EMPREENDIMENTOS IMOBILIARIOS;BXCP
;1.1.1.02.004;10/02/2025;3670.39;BX CP BPG PQ INDUSTRIAL EMPREEND IMOBILIÁRIOS;BXCP
2.1.2.01.000366;;11/02/2025;4075;OP 5014 PGTO NF 186PATRICIA PERA CAMPOS EVENTOS;BXCP
;1.1.1.02.004;11/02/2025;4075;BX CP PATRICIA PERA CAMPOS EVENTOS;BXCP
1.1.3.04.001;;11/02/2025;295.54;ADTO ADTO110225 KALUNGA SA COMPRA DE MATERIAIS DE ESCRITÓRIO;BXCP
;1.1.1.02.004;11/02/2025;295.54;BX CP KALUNGA SA;BXCP
3.3.3.02.005;;11/02/2025;30.84;BX DOC. RDVDT01-25 - DANIELA TEDESCHI;BXCP
;1.1.1.02.004;11/02/2025;30.84;BX CP DANIELA TEDESCHI;BXCP
2.1.6.01.003;;11/02/2025;167.74;BX DOC. SSW9A53L25 - GOVERNO DO ESTADO DE SÃO PAULO;BXCP
;1.1.1.02.003;11/02/2025;167.74;BX CP GOVERNO DO ESTADO DE SÃO PAULO;BXCP
1.1.3.04.001;;12/02/2025;220;ADTO ADTO120225 IFOOD BENEFICIOS E SERVICOS LTDA. RECARGA DE ALIMENTAÇÃO - REF. FEVEREIRO/25 - P/ ALEXANDRE BRUNELLO;BXCP
;1.1.1.02.004;12/02/2025;220;BX CP IFOOD BENEFICIOS E SERVIÇOS LTDA;BXCP
1.1.3.06.001;;13/02/2025;14106.11;ADTO 000406 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000406/IMP009064/25 ORDER 182350;BXCP
;1.1.1.02.004;13/02/2025;14106.11;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
1.1.3.04.001;;13/02/2025;71.91;ADTO ADTO130225 KALUNGA SA COMPRA DE MATERIAIS DE ESCRITÓRIO;BXCP
;1.1.1.02.004;13/02/2025;71.91;BX CP KALUNGA SA;BXCP
3.3.3.05.014;;13/02/2025;702;BX DOC. RECIBO1537 - ASSOCIACAO BRASILEIRA DA INDUSTRIA DE CAFEINSCRIÇÃO DE THAIS BELIERO NO EVENTO ENCAFÉ 2025;BXCP
;1.1.1.02.004;13/02/2025;702;BX CP ASSOCIAÇÃO BRASILEIRA DA IND DE CAFÉ;BXCP
1.1.3.04.001;;13/02/2025;23280;ADTO ADT130225 IFOOD BENEFICIOS E SERVICOS LTDA. RECARGA DIÁRIAS COMERCIAL E SERVICE - 15/02/25 A 15/03/2025;BXCP
;1.1.1.02.004;13/02/2025;23280;BX CP IFOOD BENEFICIOS E SERVIÇOS LTDA;BXCP
2.1.2.01.000068;;13/02/2025;979.9;OP 5014 PGTO NF 764ZZ TRANSPORTES E LOCACOES LTDA ME;BXCP
;1.1.1.02.004;13/02/2025;979.9;BX CP ZZ TRANSPORTES E LOCAÇÕES LTDA ME;BXCP
1.2.1.05.001;;13/02/2025;3330;BX DOC. DEPJUD1302 - TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULOGUIA DE DEPÓSITO JUDICIAL - TJ SP - PROCESSO FWBR X C&W LIMPEZA;BXCP
;1.1.1.02.004;13/02/2025;3330;BX CP TRIBUNAL DE JUSTIÇA DO ESTADO DE SP;BXCP
1.1.3.01.001;;13/02/2025;125520.83;BX DOC. ADTSAL0225 - FOLHA DE PAGAMENTOADTO DE SALÁRIO REF. 02/2025;BXCP
;1.1.1.02.004;13/02/2025;125520.83;BX CP FOLHA DE PAGAMENTO;BXCP
3.3.3.05.022;1.2.4.03.003;28/02/2025;3141.49;DEPRECIACAO DE BENS MAQUINAS E EQUIPAMENTOS;ATFDMI
3.3.3.05.022;1.2.4.03.006;28/02/2025;876.4;DEPRECIACAO DE BENS MOVEIS E UTENSILIOS ;ATFDMI
3.3.3.05.022;1.2.4.03.010;28/02/2025;1250.06;DEPRECIACAO DE BENS EQUIPAMENTOS DE INFORMÁTICA;ATFDMI
3.3.3.05.022;1.2.4.03.004;28/02/2025;3200;DEPRECIACAO DE BENS VEICULOS ;ATFDMI
3.3.3.05.022;1.2.4.03.005;28/02/2025;814.05;DEPRECIACAO DE BENS BENFEITORIA EM IMOVEIS DE TERC;ATFDMI
3.3.3.05.020;1.2.4.05.001;28/02/2025;1098.01;DEPRECIACAO DE BENS SOFTWARE ;ATFDMI
3.3.3.05.022;1.2.4.03.002;28/02/2025;1672.89;DEPRECIACAO DE BENS COMPUTADORES E PERIFERICOS;ATFDMI
1.1.3.04.001;;03/02/2025;64.9;ADTO ADTO030225 EDITORA GLOBO S/A ASSINATURA VALOR ECONOMICO - FEVEREIRO/2025;BXCP
;1.1.1.02.004;03/02/2025;64.9;BX CP EDITORA GLOBO S/A;BXCP
2.1.2.01.000034;;03/02/2025;196.61;BX DOC. 188933064 - TELEFONICA BRASIL S/A;BXCP
;1.1.1.02.004;03/02/2025;196.61;BX CP TELEFONICA BRASIL S/A;BXCP
3.3.3.05.038;;03/02/2025;84.18;BX DOC. PIS030225 - SECRETARIA DA RECEITA FEDERALDARF PIS 5434 REF. INVOICE SEGURO TRANSPORTE INTERNACIONAL HDI;BXCP
;1.1.1.02.004;03/02/2025;84.18;BX CP SECRETARIA DA RECEITA FEDERAL PIS S/ INV;BXCP
3.3.3.05.038;;03/02/2025;387.73;BX DOC. COFI030225 - SECRETARIA DA RECEITA FEDERALDARF COFINS 5442 REF. INVOICE SEGURO TRANSPORTE INTERNACIONAL HDI GLOBAL SEGUROS;BXCP
;1.1.1.02.004;03/02/2025;387.73;BX CP SECRETARIA RECEITA FEDERAL COFI S/ INV;BXCP
3.3.4.01.001;;03/02/2025;462.98;BX DOC. CIDE030225 - SECRETARIA DA RECEITA FEDERALDARF CIDE 8741 REF. INVOICE SEGURO TRANSPORTE INTERNACIONAL HDI GLOBAL SEGUROS;BXCP
;1.1.1.02.004;03/02/2025;462.98;BX CP SECRETARIA RECEITA FEDERAL - CIDE S/ INV;BXCP
3.3.3.05.038;;03/02/2025;817.03;BX DOC. IR030225 - SECRETARIA DA RECEITA FEDERALDARF 0422 IRRF REF. INVOICE SEG. TRANSPORTE INTERNACIONAL HDI GLOBAL SEGUROS;BXCP
;1.1.1.02.004;03/02/2025;817.03;BX CP SECRETARIA RECEITA FEDERAL IRRF S/ INV;BXCP
2.1.6.01.002;;04/02/2025;51383.96;BX DOC. 4517028 - CHUBB SEGUROS BRASIL S.A.;BXCP
3.4.2.01.001;;04/02/2025;34.22;JUROS S/ BX DOC. 4517028 - CHUBB SEGUROS BRASIL S.A.;BXCP
;1.1.1.02.004;04/02/2025;51418.18;BX CP CHUBB SEGUROS BRASIL S.A.;BXCP
1.1.3.06.001;;04/02/2025;39514.51;ADTO 000403 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000403/IMP00905625 ORDER 182110;BXCP
;1.1.1.02.004;04/02/2025;39514.51;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
2.1.4.01.004;;04/02/2025;853.35;BX DOC. GNRENF2449 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2449;BXCP
;1.1.1.02.004;04/02/2025;853.35;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;04/02/2025;860.63;BX DOC. GNRENF2450 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2450;BXCP
;1.1.1.02.004;04/02/2025;860.63;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.4.01.004;;04/02/2025;3331.92;BX DOC. GNRENF2451 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2451;BXCP
;1.1.1.02.004;04/02/2025;3331.92;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
1.1.3.04.001;;04/02/2025;2797.37;ADTO ADTO040225 R. R. SIMOES UNIFORMES LIMITADA PGTO REF. VALOR FINAL DOS UNIFORMES;BXCP
;1.1.1.02.004;04/02/2025;2797.37;BX CP R.R. SIMOES UNIFORMES LTDA;BXCP
1.1.3.01.002;;05/02/2025;10098.49;BX DOC. FERAD0225 - FOLHA DE PAGAMENTO;BXCP
;1.1.1.02.004;05/02/2025;10098.49;BX CP FOLHA DE PAGAMENTO;BXCP
2.1.2.01.000341;;05/02/2025;750;OP 5014 PGTO NF 44CHRISTOPH ANDREAS LASCH 18071558893;BXCP
;1.1.1.02.004;05/02/2025;750;BX CP CHRISTOPH ANDREAS LASCH;BXCP
2.1.2.01.000150;;05/02/2025;3650;OP 5014 PGTO NF 51BRUNO MARON 073.853.594-00;BXCP
;1.1.1.02.004;05/02/2025;3650;BX CP BRUNO MARON;BXCP
2.1.6.01.002;;05/02/2025;4629.81;BX DOC. HDITI0502 - HDI GLOBAL SEGUROS;BXCP
;1.1.1.02.004;05/02/2025;4629.81;BX CP HDI GLOBAL SEGUROS;BXCP
2.1.2.01.000437;;05/02/2025;5605;BX DOC. 1797 - EVOLOY TRANSPORTE E LOGÍSTICA LTDA;BXCP
;1.1.1.02.004;05/02/2025;5605;BX CP EVOLOY TRANSPORTE E LOGÍSTICA LTDA;BXCP
2.1.2.01.000059;;05/02/2025;4487.81;PGTO 27264892 CENTRO DE GESTAO DE MEIOS DE PGTO. LTDA;BXCP
;1.1.1.02.004;05/02/2025;4487.81;BX CP CENTRO DE GESTÃO DE MEIOS DE PGTO. LTDA;BXCP
2.1.2.01.000639;;05/02/2025;3195;OP 5014 PGTO NF 16BIZREVOLUTION ABC LTDA;BXCP
;1.1.1.02.004;05/02/2025;3195;BX CP BIZREVOLUTION ABC LTDA;BXCP
3.3.1.03.012;;06/02/2025;179.99;BX DOC. RDVEL02-25 - EBERSON JOSE LOPES;BXCP
3.3.3.04.001;;06/02/2025;31.6;BX DOC. RDVEL02-25 - EBERSON JOSE LOPES;BXCP
3.3.3.04.003;;06/02/2025;6105;BX DOC. RDVEL02-25 - EBERSON JOSE LOPES;BXCP
3.3.3.04.008;;06/02/2025;573.89;BX DOC. RDVEL02-25 - EBERSON JOSE LOPES;BXCP
3.3.3.05.028;;06/02/2025;61.9;BX DOC. RDVEL02-25 - EBERSON JOSE LOPES;BXCP
;1.1.1.02.004;06/02/2025;6952.38;BX CP EBERSON JOSE LOPES;BXCP
3.3.3.04.002;;06/02/2025;4053.46;BX DOC. RDVDG02-25 - DANIEL GORIG;BXCP
;1.1.1.02.004;06/02/2025;4053.46;BX CP DANIEL GORIG;BXCP
2.1.6.01.002;;07/02/2025;18448.24;BX DOC. HDITN0702 - HDI GLOBAL SEGUROS;BXCP
;1.1.1.02.004;07/02/2025;18448.24;BX CP HDI GLOBAL SEGUROS;BXCP
2.1.4.01.004;;07/02/2025;1065.6;BX DOC. GNRENF2456 - GOVERNO DO ESTADO DO MATO GROSSO ICMS ST S/ NF 2456;BXCP
;1.1.1.02.004;07/02/2025;1065.6;BX CP GOVERNO DO ESTADO DO MATO GROSSO;BXCP
2.1.2.01.000165;;07/02/2025;36092.15;PGTO 010125 MANACA BENS, NEGOCIOS E PARTICIPACOES LTDA;BXCP
;1.1.1.02.004;07/02/2025;36092.15;BX CP MANACA BENS, NEGOCIOS E PARTICIPAÇÕES LT;BXCP
3.3.2.01.003;;10/02/2025;84;BX DOC. 25384 - CONSULCAMP AUDITORIA E ASSESSORIA LTDAKM DO AUDITOR JOÃO ICARO L DOS SANTOS P/ INVENTÁRIO 2024;BXCP
;1.1.1.02.004;10/02/2025;84;BX CP CONSULCAMP AUDITORIA E ASSESSORIA LTDA;BXCP
2.1.2.01.000042;;10/02/2025;31714.84;OP 5014 PGTO NF 9732014UNIMED CAMPINAS COOPERATIVA DE TRABALHO;BXCP
;1.1.1.02.004;10/02/2025;31714.84;BX CP UNIMED CAMPINAS COOP DE TRABALHO;BXCP
1.1.3.05.001;;10/02/2025;3030000;ADTO 94008198 FLOTTWEG SE DOWN PAYMENT INVOICE 94008198 REF. PROJETO SADA - SINAL 20%;BXCP
;1.1.1.02.004;10/02/2025;3030000;BX CP FLOTTWEG SE;BXCP
2.1.4.01.004;;10/02/2025;5859.78;BX DOC. GNRENF2461 - GOVERNO DO ESTADO DO MATO GROSSO DO SUL ICMS ST S/ NF 2461;BXCP
;1.1.1.02.004;10/02/2025;5859.78;BX CP GOVERNO DO ESTADO DO MATO GROSSO DO SUL;BXCP
3.3.4.01.001;;10/02/2025;185.1;BX DOC. DARE620617 - GOVERNO DO ESTADO DE SÃO PAULODARE-SP 250590029620617 REF. PROCESSO JUDICIAL FWBR X C&W LIMPEZA;BXCP
1.1.3.06.001;;14/02/2025;31583.76;ADTO 000407 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000407/IMP009084/25 ORDERS 181493/181495/182134;BXCP
;1.1.1.02.004;14/02/2025;31583.76;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
1.1.3.06.001;;14/02/2025;18929.78;ADTO 000405 EGS CONSULTORIA E ASSESSORIA ADUANEIRA EIRELI PROCESSO 000405/IMP009063/25 ORDER 182109;BXCP
;1.1.1.02.004;14/02/2025;18929.78;BX CP EGS CONSULTORIA E ASSESSORIA ADUANEIRA;BXCP
1.1.3.04.001;;14/02/2025;104.13;ADTO ADTO140225 29.918.113 RENATO TEODORO DOS REIS COMPRA DE CONTROLES PARA O PORTÃO DO ESTACIONAMENTO - MERCADO LIVRE;BXCP
;1.1.1.02.004;14/02/2025;104.13;BX CP RENATO TEODORO DOS REIS;BXCP
1.1.3.04.001;;14/02/2025;89.9;ADTO ADTF140225 EBAZAR.COM.BR. LTDA COMPRA DE APARELHO DE PRESSÃO - REQUISITO CIPA;BXCP
;1.1.1.02.004;14/02/2025;89.9;BX CP EBAZAR.COM.BR. LTDA;BXCP
2.1.2.01.000081;;17/02/2025;2498.92;OP 5014 PGTO NF 16159DATACOMPANY ASSESSORIA CONTABIL LTDA;BXCP
2.1.2.01.000081;2.1.4.01.012;17/02/2025;123.82;OP 5014- PCC RETIDO NF 16159 DATACOMPANY ASSESSORIA CONTABIL LTDA;BXCP
;1.1.1.02.004;17/02/2025;2498.92;BX CP DATACOMPANY ASSESSORIA CONTABIL LTDA;BXCP
2.1.2.01.000262;;17/02/2025;9100.42;OP 5014 PGTO NF 9442ALFALOG ARMAZENS GERAIS S.A.;BXCP
;1.1.1.02.004;17/02/2025;9100.42;BX CP ALFALOG ARMAZÉNS GERAIS S.A.;BXCP
2.1.2.01.000590;;17/02/2025;2800;OP 5014 PGTO NF 392STILO EVENTOS E EDITORA LTDA;BXCP
;1.1.1.02.004;17/02/2025;2800;BX CP STILO EVENTOS E EDITORA LTDA;BXCP
2.1.2.01.000044;;17/02/2025;505.62;BX DOC. 840467 - ECONET PUBLICACOES PERIODICASLTDA;BXCP
;1.1.1.02.004;17/02/2025;505.62;BX CP ECONET PUBLICAÇÕES PERIODICAS LTDA;BXCP
2.1.2.01.000043;;17/02/2025;1643.4;OP 5014 PGTO NF 3000310UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLOGICA;BXCP
;1.1.1.02.004;17/02/2025;1643.4;BX CP UNIODONTO DE CAMPINAS COOP ODONTOLOGICA;BXCP
